"numberOfHits","database","id","symbol","name","synonyms__001","synonyms__002","synonyms__003","synonyms__004","synonyms__005","synonyms__006","synonyms__007","synonyms__008","synonyms__009","type","taxonId","databaseSubset","parentId","proteome","pageInfo","facet"
"","UniProtKB","Q8WYK2","JDP2","Jun dimerization protein 2","JDP2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q92858","ATOH1","Protein atonal homolog 1","ATOH1","ATH1","BHLHA14","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q92985","IRF7","Interferon regulatory factor 7","IRF7","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96DT7","ZBTB10","Zinc finger and BTB domain-containing protein 10","ZBTB10","RINZF","RINZFC","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96IR2","ZNF845","Zinc finger protein 845","ZNF845","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96K62","ZBTB45","Zinc finger and BTB domain-containing protein 45","ZBTB45","ZNF499","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96LU7","MYRFL","Myelin regulatory factor-like protein","MYRFL","C12orf15","C12orf28","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96NG8","ZNF582","Zinc finger protein 582","ZNF582","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96NI8","ZNF570","Zinc finger protein 570","ZNF570","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96PT4","DUX3","Putative double homeobox protein 3","DUX3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96RE9","ZNF300","Zinc finger protein 300","ZNF300","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96SQ5","ZNF587","Zinc finger protein 587","ZNF587","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96T25","ZIC5","Zinc finger protein ZIC 5","ZIC5","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q96T92","INSM2","Insulinoma-associated protein 2","INSM2","IA6","Nbla106","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7Z398","ZNF550","Zinc finger protein 550","ZNF550","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7Z3I7","ZNF572","Zinc finger protein 572","ZNF572","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86T29","ZNF605","Zinc finger protein 605","ZNF605","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86UD4","ZNF329","Zinc finger protein 329","ZNF329","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86VE0","MYPOP","Myb-related transcription factor, partner of profilin","MYPOP","P42POP","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q86Y25","ZNF354C","Zinc finger protein 354C","ZNF354C","KID3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q0VG99","MESP2","Mesoderm posterior protein 2","MESP2","BHLHC6","SCDO2","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13127","REST","RE1-silencing transcription factor","REST","NRSF","XBR","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13133","NR1H3","Oxysterols receptor LXR-alpha","NR1H3","LXRA","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13485","SMAD4","Mothers against decapentaplegic homolog 4","SMAD4","DPC4","MADH4","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ECI4","ZNF470","Zinc finger protein 470","ZNF470","CZF1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6IQ21","ZNF770","Zinc finger protein 770","ZNF770","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6NSW7","NANOGP8","Homeobox protein NANOGP8","NANOGP8","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6NSZ9","ZSCAN25","Zinc finger and SCAN domain-containing protein 25","ZSCAN25","ZNF498","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6P2D0","ZFP1","Zinc finger protein 1 homolog","ZFP1","ZNF475","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6PJQ5","FOXR2","Forkhead box protein R2","FOXR2","FOXN6","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6RFH8","DUX4L9","Double homeobox protein 4C","DUX4L9","DUX4C","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6V9R5","ZNF562","Zinc finger protein 562","ZNF562","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14119","VEZF1","Vascular endothelial zinc finger 1","VEZF1","DB1","ZNF161","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14188","TFDP2","Transcription factor Dp-2","TFDP2","DP2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14469","HES1","Transcription factor HES-1","HES1","BHLHB39","HL","HRY","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14593","ZNF273","Zinc finger protein 273","ZNF273","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14774","HLX","H2.0-like homeobox protein","HLX","HLX1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14814","MEF2D","Myocyte-specific enhancer factor 2D","MEF2D","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14995","NR1D2","Nuclear receptor subfamily 1 group D member 2","NR1D2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q15319","POU4F3","POU domain, class 4, transcription factor 3","POU4F3","BRN3C","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q15329","E2F5","Transcription factor E2F5","E2F5","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q15406","NR6A1","Nuclear receptor subfamily 6 group A member 1","NR6A1","GCNF","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q15744","CEBPE","CCAAT/enhancer-binding protein epsilon","CEBPE","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q16559","TAL2","T-cell acute lymphocytic leukemia protein 2","TAL2","BHLHA19","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q16665","HIF1A","Hypoxia-inducible factor 1-alpha","HIF1A","BHLHE78","MOP1","PASD8","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q3B8N5","PROX2","Prospero homeobox protein 2","PROX2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q3KNS6","ZNF829","Zinc finger protein 829","ZNF829","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q3MJ62","ZSCAN23","Zinc finger and SCAN domain-containing protein 23","ZSCAN23","ZNF390","ZNF453","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q4V348","ZNF658B","Zinc finger protein 658B","ZNF658B","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5EBM4","ZNF542P","Putative zinc finger protein 542","ZNF542P","ZNF542","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5HYK9","ZNF667","Zinc finger protein 667","ZNF667","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5JVG2","ZNF484","Zinc finger protein 484","ZNF484","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P78412","IRX6","Iroquois-class homeodomain protein IRX-6","IRX6","IRX7","IRXB3","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P78413","IRX4","Iroquois-class homeodomain protein IRX-4","IRX4","IRXA3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P78545","ELF3","ETS-related transcription factor Elf-3","ELF3","ERT","ESX","JEN","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q01201","RELB","Transcription factor RelB","RELB","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q03052","POU3F1","POU domain, class 3, transcription factor 1","POU3F1","OCT6","OTF6","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q06945","SOX4","Transcription factor SOX-4","SOX4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q07869","PPARA","Peroxisome proliferator-activated receptor alpha","PPARA","NR1C1","PPAR","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZMV8","ZNF730","Putative zinc finger protein 730","ZNF730","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZNH5","ZNF497","Zinc finger protein 497","ZNF497","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q76KX8","ZNF534","Zinc finger protein 534","ZNF534","KRBO3","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7RTU3","OLIG3","Oligodendrocyte transcription factor 3","OLIG3","BHLHB7","BHLHE20","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7RTU4","BHLHA9","Class A basic helix-loop-helix protein 9","BHLHA9","BHLHF42","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7RTV3","ZNF367","Zinc finger protein 367","ZNF367","ZFF29","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","B4DU55","ZNF879","Zinc finger protein 879","ZNF879","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","B4DX44","ZNF736","Zinc finger protein 736","ZNF736","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q2M1K9","ZNF423","Zinc finger protein 423","ZNF423","KIAA0760","NPHP14","OAZ","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q2M3X9","ZNF674","Zinc finger protein 674","ZNF674","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q2TB10","ZNF800","Zinc finger protein 800","ZNF800","PP902","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q32MZ4","LRRFIP1","Leucine-rich repeat flightless-interacting protein 1","LRRFIP1","GCF2","TRIP","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99459","CDC5L","Cell division cycle 5-like protein","CDC5L","KIAA0432","PCDC5RP","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99581","FEV","Protein FEV","FEV","PET1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99593","TBX5","T-box transcription factor TBX5","TBX5","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q99684","GFI1","Zinc finger protein Gfi-1","GFI1","ZNF163","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BQW3","EBF4","Transcription factor COE4","EBF4","COE4","KIAA1442","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9BRH9","ZNF251","Zinc finger protein 251","ZNF251","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9GZX5","ZNF350","Zinc finger protein 350","ZNF350","ZBRK1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H2A3","NEUROG2","Neurogenin-2","NEUROG2","ATOH4","BHLHA8","NGN2","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H334","FOXP1","Forkhead box protein P1","FOXP1","HSPC215","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H4S2","GSX1","GS homeobox 1","GSX1","GSH1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H5H4","ZNF768","Zinc finger protein 768","ZNF768","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H609","ZNF576","Zinc finger protein 576","ZNF576","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9H6I2","SOX17","Transcription factor SOX-17","SOX17","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9HBZ2","ARNT2","Aryl hydrocarbon receptor nuclear translocator 2","ARNT2","BHLHE1","KIAA0307","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NY43","BARHL2","BarH-like 2 homeobox protein","BARHL2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NZV7","ZIM2","Zinc finger imprinted 2","ZIM2","ZNF656","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9P2Y4","ZNF219","Zinc finger protein 219","ZNF219","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UBD0","HSFX1","Heat shock transcription factor, X-linked","HSFX1","HSFX2","LW-1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UBR4","LHX3","LIM/homeobox protein Lhx3","LHX3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UC06","ZNF70","Zinc finger protein 70","ZNF70","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UEG4","ZNF629","Zinc finger protein 629","ZNF629","KIAA0326","ZNF65","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UJQ4","SALL4","Sal-like protein 4","SALL4","ZNF797","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UK11","ZNF223","Zinc finger protein 223","ZNF223","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UKI9","POU2F3","POU domain, class 2, transcription factor 3","POU2F3","OTF11","PLA1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UKW6","ELF5","ETS-related transcription factor Elf-5","ELF5","ESE2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9UL59","ZNF214","Zinc finger protein 214","ZNF214","BAZ1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9ULV5","HSF4","Heat shock factor protein 4","HSF4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2A4","ZNF443","Zinc finger protein 443","ZNF443","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2P0","ZNF835","Zinc finger protein 835","ZNF835","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2W7","KCNIP3","Calsenilin","KCNIP3","CSEN","DREAM","KCHIP3","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y2Y9","KLF13","Krueppel-like factor 13","KLF13","BTEB3","NSLP1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y462","ZNF711","Zinc finger protein 711","ZNF711","CMPX1","ZNF6","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9Y651","SOX21","Transcription factor SOX-21","SOX21","SOX25","SOXA","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6AZW8","ZNF660","Zinc finger protein 660","ZNF660","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TB69","ZNF519","Zinc finger protein 519","ZNF519","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TD94","KLF14","Krueppel-like factor 14","KLF14","BTEB5","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TE12","LMX1A","LIM homeobox transcription factor 1-alpha","LMX1A","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q8TF32","ZNF431","Zinc finger protein 431","ZNF431","KIAA1969","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NPC8","SIX2","Homeobox protein SIX2","SIX2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q9NQ69","LHX9","LIM/homeobox protein Lhx9","LHX9","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P49639","HOXA1","Homeobox protein Hox-A1","HOXA1","HOX1F","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P49715","CEBPA","CCAAT/enhancer-binding protein alpha","CEBPA","CEBP","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P49716","CEBPD","CCAAT/enhancer-binding protein delta","CEBPD","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P50553","ASCL1","Achaete-scute homolog 1","ASCL1","ASH1","BHLHA46","HASH1","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52739","ZNF131","Zinc finger protein 131","ZNF131","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52743","ZNF137P","Putative zinc finger protein 137","ZNF137P","ZNF137","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52945","PDX1","Pancreas/duodenum homeobox protein 1","PDX1","IPF1","STF1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P52952","NKX2-5","Homeobox protein Nkx-2.5","NKX2-5","CSX","NKX2.5","NKX2E","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P54845","NRL","Neural retina-specific leucine zipper protein","NRL","D14S46E","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","P56270","MAZ","Myc-associated zinc finger protein","MAZ","ZNF801","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A0A1W2PQ73","ERFL","ETS domain-containing transcription factor ERF-like","ERFL","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A0A1W2PRP0","FOXL3","Forkhead box protein L3","FOXL3","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A0A5F9ZHS7","NFILZ","NFIL3 like protein","NFILZ","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A6NFQ7","DPRX","Divergent paired-related homeobox","DPRX","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A6NNA5","DRGX","Dorsal root ganglia homeobox protein","DRGX","PRRXL1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A8K8V0","ZNF785","Zinc finger protein 785","ZNF785","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","A8MTY0","ZNF724","Zinc finger protein 724","ZNF724","ZNF724P","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43167","ZBTB24","Zinc finger and BTB domain-containing protein 24","ZBTB24","KIAA0441","ZNF450","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43186","CRX","Cone-rod homeobox protein","CRX","CORD2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43812","DUX1","Double homeobox protein 1","DUX1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O43829","ZBTB14","Zinc finger and BTB domain-containing protein 14","ZBTB14","ZFP161","ZNF478","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q03936","ZNF92","Zinc finger protein 92","ZNF92","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q05215","EGR4","Early growth response protein 4","EGR4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q06730","ZNF33A","Zinc finger protein 33A","ZNF33A","KIAA0065","KOX31","ZNF11","ZNF11A","ZNF33","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q08AG5","ZNF844","Zinc finger protein 844","ZNF844","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q09FC8","ZNF415","Zinc finger protein 415","ZNF415","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q3SY52","ZIK1","Zinc finger protein interacting with ribonucleoprotein K","ZIK1","ZNF762","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q3SY56","SP6","Transcription factor Sp6","SP6","KLF14","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5JVG8","ZNF506","Zinc finger protein 506","ZNF506","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5MCW4","ZNF569","Zinc finger protein 569","ZNF569","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q5T7W0","ZNF618","Zinc finger protein 618","ZNF618","KIAA1952","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O14627","CDX4","Homeobox protein CDX-4","CDX4","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O14867","BACH1","Transcription regulator protein BACH1","BACH1","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O14948","TFEC","Transcription factor EC","TFEC","BHLHE34","TCFEC","TFECL","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15015","ZNF646","Zinc finger protein 646","ZNF646","KIAA0296","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15090","ZNF536","Zinc finger protein 536","ZNF536","KIAA0390","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","O15525","MAFG","Transcription factor MafG","MAFG","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q53GI3","ZNF394","Zinc finger protein 394","ZNF394","ZKSCAN14","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q7RTU7","SCX","Basic helix-loop-helix transcription factor scleraxis","SCX","BHLHA41","BHLHA48","SCXA","SCXB","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6NUN9","ZNF746","Zinc finger protein 746","ZNF746","PARIS","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6P1L6","ZNF343","Zinc finger protein 343","ZNF343","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6P1N0","CC2D1A","Coiled-coil and C2 domain-containing protein 1A","CC2D1A","AKI1","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6PK81","ZNF773","Zinc finger protein 773","ZNF773","ZNF419B","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZN08","ZNF66","Putative zinc finger protein 66","ZNF66","ZNF66P","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZN32","ETV3L","ETS translocation variant 3-like protein","ETV3L","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZNG0","ZNF620","Zinc finger protein 620","ZNF620","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZNG2","DBX2","Homeobox protein DBX2","DBX2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q6ZTB9","ZNF833P","Putative zinc finger protein 833","ZNF833P","ZNF833","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q12951","FOXI1","Forkhead box protein I1","FOXI1","FKHL10","FREAC6","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q12952","FOXL1","Forkhead box protein L1","FOXL1","FKHL11","FREAC7","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q12986","NFX1","Transcriptional repressor NF-X1","NFX1","NFX2","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13562","NEUROD1","Neurogenic differentiation factor 1","NEUROD1","BHLHA3","NEUROD","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13761","RUNX3","Runt-related transcription factor 3","RUNX3","AML2","CBFA3","PEBP2A3","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q13886","KLF9","Krueppel-like factor 9","KLF9","BTEB","BTEB1","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14209","E2F2","Transcription factor E2F2","E2F2","","","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
"","UniProtKB","Q14582","MXD4","Max dimerization protein 4","MXD4","BHLHC12","MAD4","","","","","","","PROTEIN","9606","Swiss-Prot","","gcrpCan","",""
